publication_number,title,claim1,label
US-9507150-B1,Head up display (HUD) using a bent waveguide assembly,"A head-up display including an image generating unit arranged to generate an image; and a bent waveguide assembly having an input coupler adapted to receive said image from the image generating unit, a light guiding member arranged to direct the incident image along a curved optical path within the assembly, and an output coupler adapted to present the guided image to an observer's field of view.",refine
US-8681764-B2,Frequency division multiple access schemes for wireless communication,"A wireless communication system operating with frequency division multiple access, comprising:
a plurality of input interfaces configured to receive individual data streams;
a plurality of modulators, each coupled to a respective input interface and configured to modulate its received data stream onto a unique carrier frequency;
a signal combiner coupled to the plurality of modulators and configured to combine the modulated signals into a composite signal;
a transmitter coupled to the signal combiner and configured to wirelessly transmit the composite signal;
a receiver configured to wirelessly acquire the composite signal;
a plurality of filters, each coupled to the receiver and configured to isolate a specific frequency band from the received composite signal, said band corresponding to one of the unique carrier frequencies;
a plurality of demodulators, each coupled to a respective filter and configured to demodulate a data stream from its isolated frequency band;
a plurality of output interfaces configured to output the demodulated data streams; and
a controller configured to assign the unique carrier frequencies to the plurality of modulators and to coordinate the isolation of corresponding frequency bands by the plurality of filters.",refine
US-9320591-B2,"Devices, systems, and methods for prosthesis delivery and implantation, including the use of a fastener tool","A system for prosthesis deployment and implantation, comprising:
a prosthesis adapted for implantation within a patient;
a delivery device arranged to transport the prosthesis to an implantation site within the patient;
a fastener tool adapted to deploy one or more fasteners for securing the prosthesis at the implantation site; and
one or more fasteners adapted to affix the prosthesis to tissue at the implantation site.",refine
US-9849117-B2,Aza-bicycloalkyl ethers and their use as alpha7-nachr agonists,"A compound containing a saturated aza-bicyclic ring system;
said ring system bearing at least one ether moiety of formula -O-R1;
wherein R1 is chosen from optionally substituted C1-C10 alkyl, C3-C8 cycloalkyl, C6-C10 aryl, and 5- to 10-membered heteroaryl;
wherein, additionally, the saturated aza-bicyclic ring system is optionally substituted with one or more additional substituents independently chosen from halogen, cyano, nitro, C1-C6 alkyl, C1-C6 alkoxy, C1-C6 haloalkyl, and C1-C6 haloalkoxy;
or a pharmaceutically acceptable salt thereof.",refine
US-7463609-B2,Interference cancellation within wireless transceivers,"A wireless transceiver, comprising:
a transmitter configured to produce and output a radio frequency (RF) transmit signal;
an antenna coupled to the transmitter and configured to radiate the RF transmit signal;
a receiver coupled to the antenna for receiving an RF composite signal therefrom, said RF composite signal comprising a desired external signal and a self-interference signal, wherein the self-interference signal originates from the RF transmit signal;
and an interference cancellation circuit coupled to the transmitter and the receiver, the interference cancellation circuit adapted to:
    acquire a characteristic of the RF transmit signal;
    generate an interference replica signal based on the acquired characteristic, the interference replica signal modeling the self-interference signal;
    and subtractively combine the interference replica signal with the RF composite signal to produce a cancelled RF signal, whereby the self-interference signal is substantially reduced in the cancelled RF signal.",refine
US-6984654-B2,Cancer treatments and pharmaceutical compositions therefor,"A pharmaceutical composition for the treatment of cancer, comprising a therapeutically effective amount of a novel anti-cancer agent; and a pharmaceutically acceptable carrier or excipient.",refine
US-8677057-B1,Initiating memory wear leveling,"A method for triggering memory wear leveling, the method comprising:
tracking write operations to a plurality of memory blocks within a non-volatile memory;
ascertaining a wear status for each of the plurality of memory blocks based at least in part on the tracked write operations;
detecting a wear imbalance among the plurality of memory blocks based at least in part on the ascertained wear statuses;
producing a wear leveling initiation signal in response to detecting the wear imbalance; and
initiating a wear leveling process within the non-volatile memory prompted by the wear leveling initiation signal, wherein the wear leveling process relocates data among the plurality of memory blocks to mitigate the wear imbalance.",refine
US-7754685-B2,Methods and pharmaceutical compositions for the treatment and prevention of hepatitis C infection,A method for ameliorating or preventing hepatitis C infection in an individual; involving administering to the individual a therapeutically effective amount of a pharmaceutical formulation containing an active agent; wherein said active agent effectively inhibits hepatitis C virus replication.,refine
US-7088440-B2,Method and apparatus for determining absolute position of a tip of an elongate object on a plane surface with invariant features,"A method for ascertaining the absolute position of the tip of an elongated object on a planar surface possessing invariant features, comprising:
providing a planar surface comprising a plurality of invariant features disposed at known absolute positions thereon;
acquiring sensor data indicative of at least a subset of the plurality of invariant features;
acquiring sensor data indicative of the tip of the elongated object;
ascertaining a relative position of the tip of the elongated object relative to the at least a subset of the plurality of invariant features based on the acquired sensor data; and
computing the absolute position of the tip of the elongated object on the planar surface by utilizing the ascertained relative position and the known absolute positions of the at least a subset of the plurality of invariant features.",refine
US-8853723-B2,Light emitting diode assembly and thermal control blanket and methods relating thereto,"A light emitting diode assembly, comprising:
a flexible substrate with opposing first and second surfaces;
a plurality of light emitting diodes disposed on the first surface of the flexible substrate, wherein the plurality of light emitting diodes are configured to emit light and produce thermal energy; and
a thermal control blanket conformably attached to the second surface of the flexible substrate, said thermal control blanket comprising at least one thermally conductive layer and at least one heat dissipation element, wherein the thermal control blanket is adapted to transfer the thermal energy originating from the plurality of light emitting diodes from the flexible substrate to the at least one heat dissipation element for dissipation into an ambient environment.",refine
US-8465161-B2,Interior rearview mirror assembly with button module,"An interior rearview mirror assembly, comprising:
a mirror housing;
a reflective element, adapted for reflecting light, disposed within the mirror housing; and
a button module, having at least one button, attached to the mirror housing.",refine
US-7513119-B2,Systems and methods for starting aircraft engines,"A system for starting an aircraft engine, the system including:
a starter mechanism configured to drive rotating components of the aircraft engine;
a fuel delivery system configured to deliver fuel into a combustion chamber of the aircraft engine;
an ignition system configured to produce an ignition spark within the combustion chamber;
a plurality of sensors configured to measure operating parameters of the aircraft engine, such parameters comprising at least engine rotational speed and engine temperature; and
an engine control unit linked to the starter mechanism, the fuel delivery system, the ignition system, and the plurality of sensors, the engine control unit configured to execute an engine start sequence comprising:
activating the starter mechanism to accelerate the rotating components of the aircraft engine;
instructing the fuel delivery system to supply fuel into the combustion chamber once attaining a first predetermined rotational speed;
activating the ignition system to produce the ignition spark upon or following fuel introduction into the combustion chamber;
observing operating parameters from said sensors to ascertain when the aircraft engine reaches a self-sustaining operational state; and
deactivating the starter mechanism and the ignition system following confirmation of the self-sustaining operational state.",refine
US-7006893-B2,Systems for dispensing medical products,"A system for the dispensing of medical products, comprising:
a product storage unit adapted to hold multiple medical products;
a product identification module arranged to identify a selected medical product from said stored medical products;
a dispensing mechanism functionally connected to the product storage unit, which retrieves and dispenses the selected medical product;
a dosage control unit adapted to govern the quantity of the selected medical product dispensed;
a user interface to receive input pertinent to a desired dispensing action; and
a control unit communicatively linked to the product identification module, the dispensing mechanism, the dosage control unit, and the user interface, and configured to manage the dispensing operation responsive to said received input.",refine
US-7308287-B2,Compensation techniques for group delay effects in transmit beamforming radio communication,"A method for mitigating group delay effects in transmit beamforming radio communication, comprising:
producing a plurality of beamforming signals for transmission through a plurality of transmit paths;
determining group delay characteristics for each of the plurality of transmit paths;
computing a compensation to address group delay disparities among the plurality of transmit paths, based on said determined group delay characteristics; and
implementing said compensation to at least one of the plurality of beamforming signals to thereby equalize the group delays across the plurality of transmit paths.",refine
US-7998344-B2,Methods and apparatuses for filtering water from oil and gas wells,"1. An apparatus for separating water from a fluid stream derived from an oil and gas well, the apparatus comprising:
    an inlet adapted to receive the fluid stream, which includes oil, gas, and water;
    a separation chamber in fluid communication with the inlet;
    a filtering element positioned within the separation chamber, the filtering element operative to separate an aqueous phase from a hydrocarbon phase of said fluid stream;
    a first outlet arranged to discharge the separated aqueous phase; and
    a second outlet arranged to discharge the filtered hydrocarbon phase.",refine
US-7964518-B1,Enhanced ballistic performance of polymer fibers,"A polymer fiber exhibiting enhanced ballistic performance;
the polymer fiber comprising a polymeric material whose molecular structure is characterized by a high degree of orientation and crystallinity;
wherein such high degree of orientation and crystallinity confers upon the polymer fiber a tensile strength of at least 2.0 GPa and a tensile modulus of at least 50 GPa;
thereby enabling the polymer fiber to dissipate kinetic energy from ballistic impact with greater efficacy than a conventional polymer fiber.",refine
US-6726298-B2,Low voltage differential signaling communication in inkjet printhead assembly,"An inkjet printhead assembly, comprising:
a printhead array having a plurality of nozzles configured for ink ejection;
driver circuitry operatively coupled to the printhead array, said driver circuitry configured to control ink ejection from the plurality of nozzles; and
a low voltage differential signaling (LVDS) communication interface interfaced with the driver circuitry, said LVDS communication interface configured to exchange data signals with an external device utilizing low voltage differential signaling; wherein the data signals include at least print data for governing the ejection of ink.",refine
US-7648796-B2,Battery pack and electronic equipment using the same,"An electronic device, comprising:
a main circuit adapted to perform an electronic function; and
a battery pack electrically connected to the main circuit and operative to supply electrical power thereto, the battery pack including a plurality of battery cells, an enclosure housing the plurality of battery cells, and a battery management system electrically coupled to the plurality of battery cells for managing charge and discharge operations thereof.",refine
US-6324338-B1,Video data recorder with integrated channel guides,"A video recording apparatus having embedded program guide capabilities, comprising:
a tuner configured to acquire broadcast video signals;
a recording module coupled to the tuner, configured to capture designated segments of the broadcast video signals;
a data storage medium coupled to the recording module, configured to archive the recorded video signals;
a reproduction module coupled to the data storage medium, configured to play back the archived video signals;
a video output interface configured to render video signals for display on an external viewing device;
an EPG data receiver configured to obtain electronic program guide (EPG) data;
an EPG data repository coupled to the EPG data receiver, configured to store the EPG data;
a program guide display generator coupled to the EPG data repository and the video output interface, configured to produce a graphical representation of the EPG data for presentation on the external viewing device; and
a control unit coupled to the tuner, the recording module, the reproduction module, the EPG data receiver, the EPG data repository, and the program guide display generator, wherein the control unit is configured to facilitate user selection of a program from the graphical representation of the EPG data, and to autonomously schedule and commence recording of the selected program through the recording module and the tuner, based on said user selection and the EPG data.",refine
US-7204062-B2,Straight face vinyl siding,"A vinyl siding panel comprising:
an elongated panel body formed from a polymeric material;
said panel body having a visible face surface, a top edge, and a bottom edge;
wherein the visible face surface is substantially planar vertically, presenting a generally flat aesthetic upon installation, and substantially lacking a downwardly angled lap profile or a rounded dutch lap profile typical of conventional siding designs;
the top edge forming a nailing hem extending upwardly and rearwardly from the visible face surface, said nailing hem with a plurality of apertures adapted for receiving fasteners to attach the panel to a substrate;
the bottom edge featuring an upwardly extending locking butt configured to interlock with a complementary locking feature of an adjacent, lower siding panel;
whereby engagement of the locking butt with the complementary locking feature places the visible face surface of the panel in substantially the same plane as the visible face surface of the adjacent lower siding panel, such that an overall flat appearance is maintained over multiple installed panels; and
wherein the nailing hem and the locking butt are configured to accommodate thermal expansion and contraction of the polymeric material while preserving the substantially planar aesthetic of the visible face surface.",refine
US-7996490-B2,System and method for changing a functionality of an image processing device based on a file corresponding to a network application,"A system for altering a functionality of an image processing device responsive to a file associated with a network application, comprising:
an image processing device configured to perform at least one image processing function;
a network interface operatively coupled to the image processing device, the network interface configured to receive a file associated with a network application;
a processor operatively coupled to the network interface and the image processing device, the processor configured to receive the file from the network interface, examine the file to determine a functional modification for the image processing device, and modify a functionality of the image processing device based on the determined functional modification; and
a memory operatively coupled to the processor, the memory storing instructions executable by the processor to perform the analysis and modification.",refine
US-8968215-B2,Guide wire,"1. A guide wire comprising:
   an elongate shaft with a proximal and a distal end;
   said elongate shaft being flexible to allow for navigation through a tortuous pathway;
   said elongate shaft comprising a core element extending along at least a portion of its length for providing pushability and torque transmission;
   a distal tip situated at the distal end of said elongate shaft, said distal tip configured for atraumatic advancement within a body lumen;
   wherein the guide wire is adapted to facilitate insertion and guidance of a medical device through a body lumen.",refine
US-9674088-B1,Receive packet steering for virtual networks,"A method for steering incoming packets in virtual networks, comprising:
receiving, by a host computing device having a plurality of virtual machines and a hypervisor, a network packet from a physical network interface;
identifying, from header information of the network packet, a virtual destination within a virtual network linked to at least one of the plurality of virtual machines;
determining a receive steering path for the network packet to the identified virtual destination, wherein the receive steering path provides a direct data route that bypasses at least one software-based packet processing component of the hypervisor; and
guiding the network packet according to the determined receive steering path to the identified virtual destination.",refine
US-9232172-B2,Two-stage light modulation for high dynamic range,"A light modulation apparatus comprising:
a first light modulator arranged to modulate light within an optical path based on a first control signal;
a second light modulator optically coupled to accept the light modulated by the first light modulator, and operative to further modulate the accepted light based on a second control signal; and
a controller communicatively linked to the first light modulator and the second light modulator, and arranged to generate the first control signal and the second control signal independently, whereby the collective modulation by the first and second light modulators yields a high dynamic range light output.",refine
US-8471171-B2,Cold air atmospheric pressure micro plasma jet application method and device,"A device for producing and directing a cold air atmospheric pressure micro plasma jet, comprising:
a cold air supply arranged to supply cold air;
a plasma generation chamber fluidically coupled to the cold air supply, wherein the chamber is adapted to sustain an atmospheric pressure environment;
at least one electrode disposed within or adjacent to the plasma generation chamber, said at least one electrode electrically connected to a power supply;
wherein the power supply is operative to energize the at least one electrode to produce plasma from the cold air within the atmospheric pressure environment of the plasma generation chamber; and
a nozzle adapted to channel the generated plasma as a micro plasma jet for application.",refine
US-7897210-B2,Device and method for organic vapor jet deposition,"1. An apparatus for organic vapor jet deposition, comprising:
   an organic material source adapted to generate an organic vapor;
   a jet nozzle fluidically coupled to the organic vapor source, the jet nozzle adapted to form a directed jet of the organic vapor;
   a deposition chamber including a substrate holder arranged to position a substrate for receipt of the organic vapor jet thereon; and
   a vacuum system coupled to the deposition chamber, adapted to maintain a reduced pressure within the deposition chamber.",refine
US-9026418-B2,Method for determining distinct alternative paths between two object sets in 2-D and 3-D heterogeneous data,"A method for identifying distinct alternative paths between two object sets within heterogeneous data, the method comprising:
accessing heterogeneous data comprising a plurality of objects and relationships therebetween, said heterogeneous data existing in at least one of a 2D or a 3D form;
identifying a first object set and a second object set within said accessed heterogeneous data;
generating a plurality of candidate paths, each candidate path linking an object from the first object set to an object from the second object set via one or more intermediate objects and their respective relationships within the heterogeneous data;
filtering the plurality of candidate paths to identify distinct alternative paths based on predefined criteria of distinctness and alternativeness;
and outputting the identified distinct alternative paths.",refine
US-6610388-B2,Ink-jet recording media comprising a radiation-cured coating layer and a continuous in-line process for making such media,"1. An ink-jet recording media, including a substrate; and a radiation-cured coating layer formed on at least one surface of the substrate, said radiation-cured coating layer being adapted to receive an ink-jet ink.",refine
US-7054949-B2,System and method for streaming media,"1. A system for streaming media, including:
    a media content repository configured to store various media files;
    a media processing unit operatively connected to the media content repository, said media processing unit adapted to encode or transcode one or more of said media files into multiple streamable data segments, wherein each streamable data segment is linked to a particular media quality level;
    a streaming delivery module operatively connected to the media processing unit, said streaming delivery module configured to receive a media request from a client device, select one or more of said streamable data segments corresponding to the requested media, and transmit said one or more streamable data segments to the client device over a communication network based on prevailing network conditions; and
    a client device in communication with the streaming delivery module via the communication network, said client device comprising:
        a network interface adapted to receive the transmitted streamable data segments;
        a buffer arranged to temporarily hold the received streamable data segments; and
        a media playback engine configured to decode and render the buffered streamable data segments for user presentation.",refine
US-7626081-B2,Cotton α-globulin promoter for seed-specific expression of transgenes,"An isolated polynucleotide comprising a polynucleotide sequence derived from cotton that functions as an alpha-globulin promoter, wherein said polynucleotide sequence is capable of directing seed-specific expression of a heterologous transgene in a plant cell or a plant.",refine
US-8483308-B2,Satellite communication system utilizing low density parity check codes,"A satellite communication system, comprising:
a ground segment including a first communication unit;
a space segment including a second communication unit housed within a satellite;
wherein the first communication unit transmits data to the second communication unit via an uplink, and the second communication unit transmits data to the first communication unit or another ground segment via a downlink;
at least one Low Density Parity Check (LDPC) encoder within the system, adapted to encode data utilizing an LDPC coding scheme to generate LDPC encoded data;
at least one LDPC decoder within the system, adapted to decode the LDPC encoded data utilizing the LDPC coding scheme to restore original data; and
wherein the LDPC encoded data is conveyed across at least one of the uplink or the downlink.",refine
US-8687598-B1,Method for managing handoff in a wireless communication system,"A method for managing handoff in a wireless communication system, the method comprising:
    observing, by a user equipment or a network entity, a signal characteristic pertaining to a wireless connection between the user equipment and a serving base station;
    selecting, based on the observed signal characteristic, one or more candidate target base stations for a prospective handoff of the user equipment;
    assessing, by a network entity or the user equipment, a necessity for a handoff of the user equipment from the serving base station to a chosen one of the one or more candidate target base stations;
    commencing a handoff procedure to transition the wireless connection of the user equipment from the serving base station to the chosen target base station; and
    finalizing the handoff procedure, thus establishing the wireless connection of the user equipment with the chosen target base station.",refine
US-8714246-B2,Downhole measurement of formation characteristics while drilling,"A method for in-situ measurement of formation properties during drilling, comprising:
  advancing a wellbore into a subterranean formation; and
  determining at least one property of said subterranean formation in situ, wherein said determination is performed contemporaneously with said drilling.",refine
US-6982414-B2,Method of mass spectrometry and a mass spectrometer,"1. A method of mass spectrometry, comprising:
    introducing a sample into an ionization zone;
    ionizing at least a segment of the sample to produce a plurality of ions;
    directing the plurality of ions to a mass analyzer;
    resolving the plurality of ions in the mass analyzer based on their mass-to-charge ratio; and
    detecting the resolved ions to acquire mass spectral data.",refine
US-6749941-B2,Insulating glass (IG) window unit including heat treatable coating with silicon-rich silicon nitride layer,"An insulating glass (IG) window assembly comprising:
a first glass pane;
a second glass pane;
a spacer situated between said first glass pane and said second glass pane, thereby defining a sealed insulating cavity between said spacer and said panes;
a heat treatable coating applied to a surface of at least one of said first glass pane and said second glass pane;
wherein said heat treatable coating is adapted to endure a heat treatment process without substantial degradation of its optical or thermal characteristics;
and wherein said heat treatable coating includes at least one layer of silicon-rich silicon nitride.",refine
US-9527756-B2,Process for removal of radioactive contamination from wastewater,"A method for extracting radioactive contaminants from wastewater, comprising:
supplying wastewater comprising radioactive contaminants;
contacting said wastewater with a purifying material, wherein the purifying material is efficacious in extracting radioactive contaminants from the wastewater via physical or chemical interaction; and
separating the purifying material, along with the extracted radioactive contaminants, from the treated wastewater.",refine
US-6426946-B1,Data communication equipment,"A data communication equipment, comprising:
a communication interface configured for transmitting data to and receiving data from an external communication medium;
a processor coupled to the communication interface;
and a memory coupled to the processor, the memory storing instructions executable by the processor to manage operation of the communication interface, to handle data received through the communication interface, and to format data for transmission via the communication interface.",refine
US-8417528-B2,Speech recognition system with huge vocabulary,"A speech recognition system, comprising:
an audio input module configured to acquire speech audio signals;
a feature extraction module coupled to the audio input module, configured to transform said speech audio signals into a sequence of acoustic features;
an acoustic model coupled to the feature extraction module, configured to produce acoustic likelihoods for sub-word units based on said sequence of acoustic features;
a vocabulary database containing a multitude of words surpassing a threshold size typical of conventional speech recognition systems, wherein said vocabulary database is structured for efficient access and retrieval of its individual words and their corresponding sub-word units;
a language model, coupled to said vocabulary database, configured to forecast sequences of words from said vocabulary database, wherein said language model employs a hierarchical or statistical compression scheme to efficiently manage said multitude of words;
a decoder, coupled to said acoustic model, said language model, and said vocabulary database, configured to derive a sequence of recognized words using said acoustic likelihoods and said language model, wherein said decoder employs a multi-pass search strategy with dynamic pruning to efficiently traverse a search space defined by said expansive vocabulary database; and
an output module coupled to said decoder, configured to furnish said sequence of recognized words.",refine
US-7975755-B2,Method and apparatus for continuously casting thin strip,"A method of continuously casting thin strip, comprising:
supplying a source of molten metal;
introducing said molten metal into a casting mold, wherein said casting mold comprises a pair of opposing surfaces spaced apart, thereby defining a casting gap corresponding to a predetermined thickness of said thin strip;
solidifying at least a portion of said molten metal within said casting mold to form said thin strip;
continuously withdrawing said thin strip from said casting mold;
and further cooling said thin strip subsequent to its withdrawal from said casting mold.",refine
US-6900742-B2,Light control module for aviation obstruction marking,"Claim 1. A system comprising:
A light control module for aviation obstruction marking, the module comprising:
a control circuit arranged to execute light operation logic;
an ambient light sensor coupled to said control circuit and configured to generate a light intensity signal indicative of ambient light conditions;
an output interface coupled to said control circuit and arranged to deliver power and control signals to at least one aviation obstruction light fixture;
a power supply arranged to furnish operating power to said control circuit and said output interface; and
an enclosure enclosing said control circuit, said ambient light sensor, said output interface, and said power supply;
wherein said control circuit is further configured to receive said light intensity signal and, responsive to said light intensity signal, generate said control signals for operating said at least one aviation obstruction light fixture in accordance with a predetermined aviation marking standard.",refine
US-9470080-B2,Method and system for recovering oil from an oil-bearing formation,"1. A method for extracting oil from a subterranean oil-bearing formation, said method comprising:
    injecting an extractive fluid into the subterranean oil-bearing formation via at least one injection well, wherein the extractive fluid is adapted to contact and mobilize crude oil within said formation;
    permitting said extractive fluid to engage the crude oil within said formation to promote the mobilization of said crude oil; and
    recovering the mobilized crude oil from said formation via at least one production well.",refine
US-6357312-B1,Gear wheel construction and gear system incorporating same,"A gear wheel, comprising:
a central hub portion adapted for securing the gear wheel to a rotating shaft;
an outer rim portion featuring a plurality of external gear teeth suited for meshing engagement with a complementary gear;
a plurality of spokes spanning radially between the central hub portion and the outer rim portion, said spokes establishing an internal structural geometry within the gear wheel;
wherein at least one of said central hub portion, outer rim portion, or spokes comprises a composite material construction, said composite material construction comprising a load-bearing fiber matrix embedded within a polymer or metal alloy body, engineered to provide a high strength-to-weight ratio;
consequently allowing for reduced mass and enhanced durability of the gear wheel during operation within a gear system.",refine
US-8089163-B2,Semiconductor device production method and semiconductor device,"A method for fabricating a semiconductor device, comprising:
furnishing a semiconductor substrate;
forming a first active region having a first semiconductor material upon the semiconductor substrate;
forming a second active region having a second semiconductor material upon the first active region;
wherein at least one of said forming steps employs a controlled deposition process configured to achieve a desired material property or a particular interface characteristic between the first active region and the second active region;
structuring at least one of the first active region or the second active region to define a functional component of the semiconductor device; and
forming electrical contacts electrically coupled to the functional component, thus fabricating the semiconductor device.",refine
US-7740039-B2,Cord cutting mechanism and method for a tire cord applicator head,"A cord severing mechanism for a tire cord applicator head, comprising:
a severing element adapted to cut a tire cord;
an actuator coupled to the severing element for moving the severing element along a cutting path;
a support structure configured to mount the severing element and the actuator to the tire cord applicator head;
a cord support surface positioned to receive the tire cord and cooperate with the severing element to facilitate tire cord severance; and
a control unit configured to selectively actuate the actuator to effect severing of the tire cord.",refine
US-8353798-B2,Gear transmission,"A gear transmission, comprising:
multiple gears;
at least one input shaft, wherein said input shaft is operatively connected to at least one of the multiple gears to impart rotational power thereto;
at least one output shaft, wherein said output shaft is operatively connected to at least one of the multiple gears to obtain rotational power therefrom; and
wherein the multiple gears are operatively engaged with one another to convey rotational power from the at least one input shaft to the at least one output shaft.",refine
US-7749852-B2,Methods of forming metal-insulator-metal (MIM) capacitors with passivation layers on dielectric layers,"A method for fabricating a metal-insulator-metal (MIM) capacitor, said method comprising:
providing a substrate;
forming a first metal layer on the substrate, the first metal layer serving as a bottom electrode of the MIM capacitor;
depositing an insulating dielectric layer over the first metal layer;
forming a second metal layer on the insulating dielectric layer, said second metal layer comprising a top electrode of the MIM capacitor;
depositing a covering dielectric layer over the second metal layer and any exposed portions of the insulating dielectric layer;
forming a passivation layer atop the covering dielectric layer.",refine
US-7916707-B2,Identity-based wireless device configuration,"A method to configure a wireless device, comprising:
acquiring an identity associated with the wireless device;
determining, based on the acquired identity, a set of configuration parameters for the wireless device; and
sending the determined set of configuration parameters to the wireless device via a wireless communication network.",refine
US-6351593-B1,Hermetically sealed connectors and feed-throughs for fiber optic cables and method for effecting hermetic seals for such cables,"A hermetically sealed apparatus for an optical fiber cable, said apparatus comprising:
a housing that defines an internal passage and includes at least one opening for receiving an optical fiber;
an optical fiber extending through said at least one opening into the internal passage, wherein a segment of the optical fiber within said at least one opening is a bare optical fiber portion; and
a hermetic sealing material positioned within said at least one opening, said hermetic sealing material forming a gas-tight bond between an outer surface of the bare optical fiber portion and an inner surface of said at least one opening of the housing, thereby establishing a hermetic seal for the optical fiber relative to the housing.",refine
US-7548226-B2,Liquid crystal display,"A liquid crystal display comprising:
a first substrate;
a second substrate arranged opposite the first substrate;
a liquid crystal layer situated between the first substrate and the second substrate;
a first electrode provided on an inner surface of the first substrate;
a second electrode provided on an inner surface of the second substrate;
said first and second electrodes configured to generate an electric field across the liquid crystal layer, thereby selectively modulating light transmitted through or reflected by the liquid crystal layer;
a first polarizer located on an outer surface of the first substrate;
a second polarizer located on an outer surface of the second substrate;
a first alignment layer situated between the first substrate and the liquid crystal layer, said first alignment layer adapted to align liquid crystal molecules within the liquid crystal layer; and
a second alignment layer situated between the second substrate and the liquid crystal layer, said second alignment layer adapted to align liquid crystal molecules within the liquid crystal layer;
wherein said selective modulation of light forms a display image.",refine
US-8809156-B1,Method for implementing deep trench enabled high current capable bipolar transistor for current switching and output driver applications,"A method for fabricating a high current capable bipolar transistor comprising:
furnishing a semiconductor substrate comprising a buried collector layer;
depositing an epitaxial layer atop the buried collector layer;
selectively etching at least one deep trench through the epitaxial layer to the buried collector layer, where the deep trench delineates a deep collector region within the epitaxial layer and establishes a low-resistance current path to the buried collector layer;
creating a base region within the epitaxial layer, situated laterally adjacent to the deep collector region delineated by the deep trench;
establishing an emitter region within the base region;
and subsequently creating electrical contacts to the emitter region, the base region, and the deep collector region.",refine
US-6454364-B1,Braking force control apparatus and method of motor vehicle,"An apparatus for controlling braking force of a motor vehicle, comprising:
a brake pedal sensor arranged to produce a brake demand signal responsive to driver input;
a plurality of wheel speed sensors arranged to provide wheel speed signals indicative of rotational speeds of individual wheels of the motor vehicle;
a brake actuator system arranged to apply a braking force to at least one wheel of the motor vehicle; and
a controller operably coupled to the brake pedal sensor, the plurality of wheel speed sensors, and the brake actuator system, the controller operative to receive the brake demand signal from the brake pedal sensor and the wheel speed signals from the plurality of wheel speed sensors, to ascertain a target braking force based at least in part on the brake demand signal, to compute an actual braking force applied to the at least one wheel based at least in part on the wheel speed signals, to compare the target braking force with the actual braking force, and to produce a control signal for the brake actuator system for adjusting, based on the comparison, the braking force applied to the at least one wheel, thereby controlling the braking force of the motor vehicle.",refine
US-7982599-B2,System for dynamically pushing information to a user utilizing global positioning system,"A system for dynamically delivering information to a user, comprising:
a user device adapted to receive and display information;
a global positioning system (GPS) receiver coupled to the user device, adapted to generate real-time geographical location data indicative of the user device's position;
a remote server configured to maintain a collection of information items;
a communication network configured to enable data exchange between the user device and the remote server;
wherein the remote server is further adapted to obtain the real-time geographical location data from the user device;
wherein the remote server is further adapted to dynamically select at least one information item from the collection of information items based on the obtained real-time geographical location data; and
wherein the remote server is further adapted to transmit the selected at least one information item to the user device via the communication network without an express request for the information item from the user device.",refine
US-8695266-B2,Reference beam generating apparatus,"A reference beam generating apparatus including:
a light source for emitting an initial light beam;
an optical conditioning element optically coupled to the light source, which conditions the initial light beam into a conditioned light beam; and
a beam splitting element optically coupled to the optical conditioning element, which divides the conditioned light beam into at least a reference beam and another light beam.",refine
US-8513194-B2,Compositions comprising semaphorins for the treatment of angiogenesis related diseases and methods of selection thereof,"1. A pharmaceutical composition comprising one or more semaphorins and a pharmaceutically acceptable carrier, adapted for treating an angiogenesis-related condition.",refine
US-9488120-B2,Apparatus and method for in situ fuel injector calibration in an internal combustion engine,"An apparatus for in-situ fuel injector calibration in an internal combustion engine, comprising:
an internal combustion engine;
at least one fuel injector configured to inject fuel into the internal combustion engine;
a plurality of sensors configured to generate signals indicative of engine operating parameters during operation of the engine; and
an engine control unit (ECU) communicatively coupled to the at least one fuel injector and the plurality of sensors, the ECU comprising processing circuitry configured to:
receive the sensor signals;
determine, based on the received sensor signals, at least one actual fuel delivery characteristic of the at least one fuel injector during engine operation;
calculate at least one calibration parameter for the at least one fuel injector based on the at least one determined actual fuel delivery characteristic and a desired fuel delivery characteristic; and
adjust a control signal provided to the at least one fuel injector based on the at least one calculated calibration parameter to modify fuel delivery from the at least one fuel injector during subsequent engine operation.",refine
US-9354179-B2,Optical detection system for liquid samples,"An optical detection system for liquid samples, comprising:
a light source configured to emit light;
a sample holder adapted to contain a liquid sample, the sample holder being positioned so that the emitted light interacts with the liquid sample;
a detector configured to receive light having interacted with the liquid sample; and
a processing unit coupled to the detector, said processing unit arranged to analyze a signal from the detector to ascertain at least one characteristic of the liquid sample.",refine
US-8204655-B2,Construction machine,"A construction machine, comprising:
a frame;
a propulsion system connected to the frame, adapted to move the construction machine over a surface;
a power source attached to the frame, arranged to supply operational energy;
a working implement affixed to the frame, adapted for performing a construction task;
an actuation system linked to the working implement, arranged to manipulate the working implement; and
a control system adapted to control the propulsion system and the actuation system.",refine
