publication_number,title,claim1,label
US-8714246-B2,Downhole measurement of formation characteristics while drilling,"A method for downhole measurement of formation characteristics while drilling, comprising:
  drilling a borehole into a subsurface formation; and
  measuring at least one characteristic of said subsurface formation downhole, wherein said measuring is performed concurrently with said drilling.",ai_generated
US-6982414-B2,Method of mass spectrometry and a mass spectrometer,"1. A method of mass spectrometry, comprising:
    introducing a sample into an ionization region;
    ionizing at least a portion of the sample to generate a plurality of ions;
    transmitting the plurality of ions into a mass analyzer;
    separating the plurality of ions within the mass analyzer according to their mass-to-charge ratio; and
    detecting the separated ions to obtain mass spectral data.",ai_generated
US-6749941-B2,Insulating glass (IG) window unit including heat treatable coating with silicon-rich silicon nitride layer,"An insulating glass (IG) window unit comprising:
a first glass substrate;
a second glass substrate;
a spacer positioned between said first glass substrate and said second glass substrate, said spacer and said substrates defining a sealed insulating cavity therebetween;
a heat treatable coating disposed on at least one surface of at least one of said first glass substrate and said second glass substrate;
wherein said heat treatable coating is configured to withstand a heat treatment process without significant degradation of its optical or thermal properties;
and wherein said heat treatable coating comprises at least one layer of silicon-rich silicon nitride.",ai_generated
US-9527756-B2,Process for removal of radioactive contamination from wastewater,"A process for removal of radioactive contamination from wastewater, comprising:
providing wastewater containing radioactive contamination;
contacting the wastewater with a contaminant-removing material, wherein the contaminant-removing material is effective to remove radioactive contamination from the wastewater by physical or chemical interaction; and
separating the contaminant-removing material, along with the removed radioactive contamination, from the treated wastewater.",ai_generated
US-6426946-B1,Data communication equipment,"A data communication equipment, comprising:
a communication interface configured to transmit data to an external communication medium and receive data from the external communication medium;
a processor coupled to the communication interface;
and a memory coupled to the processor, the memory storing instructions executable by the processor to control operation of the communication interface, to process data received via the communication interface, and to prepare data for transmission via the communication interface.",ai_generated
US-8417528-B2,Speech recognition system with huge vocabulary,"A speech recognition system, comprising:
an audio input module configured to receive speech audio signals;
a feature extraction module coupled to the audio input module, configured to process said speech audio signals into a sequence of acoustic features;
an acoustic model coupled to the feature extraction module, configured to generate acoustic likelihoods for sub-word units based on said sequence of acoustic features;
a vocabulary database comprising a plurality of words exceeding a threshold size characteristic of conventional speech recognition systems, wherein said vocabulary database is structured for efficient access and retrieval of individual words and sub-word units thereof;
a language model, coupled to said vocabulary database, configured to predict sequences of words from said vocabulary database, wherein said language model employs a hierarchical or statistical compression scheme to manage said plurality of words efficiently;
a decoder, coupled to said acoustic model, said language model, and said vocabulary database, configured to generate a sequence of recognized words based on said acoustic likelihoods and said language model, wherein said decoder utilizes a multi-pass search strategy with dynamic pruning to effectively navigate a search space defined by said huge vocabulary database; and
an output module coupled to said decoder, configured to provide said sequence of recognized words.",ai_generated
US-7975755-B2,Method and apparatus for continuously casting thin strip,"A method for continuously casting thin strip, comprising:
providing a source of molten metal;
introducing said molten metal into a casting mold, said casting mold having a pair of opposing surfaces spaced apart to define a casting gap corresponding to a desired thickness of said thin strip;
solidifying at least a portion of said molten metal within said casting mold to form said thin strip;
continuously withdrawing said thin strip from said casting mold;
and further cooling said thin strip subsequent to withdrawal from said casting mold.",ai_generated
US-6900742-B2,Light control module for aviation obstruction marking,"Claim 1. An apparatus comprising:
A light control module for aviation obstruction marking, said module comprising:
a control circuit configured to execute light operation logic;
an ambient light sensor coupled to said control circuit and configured to generate a light intensity signal representative of ambient light conditions;
an output interface coupled to said control circuit and configured to provide power and control signals to at least one aviation obstruction light fixture;
a power supply configured to provide operating power to said control circuit and said output interface; and
an enclosure housing said control circuit, said ambient light sensor, said output interface, and said power supply;
wherein said control circuit is further configured to receive said light intensity signal and, based on said light intensity signal, generate said control signals to operate said at least one aviation obstruction light fixture according to a predetermined aviation marking standard.",ai_generated
US-9470080-B2,Method and system for recovering oil from an oil-bearing formation,"What is claimed is:

1.  A method for recovering oil from an oil-bearing formation, the method comprising:
    introducing a recovery fluid into the oil-bearing formation through at least one injection well, wherein the recovery fluid is configured to contact and mobilize oil within the formation;
    allowing the recovery fluid to interact with the oil within the formation to facilitate mobilization of the oil; and
    producing the mobilized oil from the oil-bearing formation through at least one production well.",ai_generated
US-6357312-B1,Gear wheel construction and gear system incorporating same,"A gear wheel, comprising:
a central hub portion configured for mounting the gear wheel on a rotating shaft;
an outer rim portion defining a plurality of external gear teeth adapted for meshing engagement with a complementary gear;
a plurality of spokes extending radially between the central hub portion and the outer rim portion, said spokes defining an internal structural geometry within the gear wheel;
wherein at least one of said central hub portion, outer rim portion, or spokes comprises a composite material construction, said composite material construction including a load-bearing fiber matrix embedded within a polymer or metal alloy body, configured to provide a high strength-to-weight ratio;
thereby allowing for reduced mass and enhanced durability of the gear wheel when operating within a gear system.",ai_generated
US-8089163-B2,Semiconductor device production method and semiconductor device,"A method for producing a semiconductor device, comprising:
providing a semiconductor substrate;
forming a first active region comprising a first semiconductor material on the semiconductor substrate;
forming a second active region comprising a second semiconductor material on the first active region;
wherein at least one of the forming the first active region or the forming the second active region includes a controlled deposition process selected to achieve a predetermined material property or a specific interface characteristic between the first active region and the second active region;
patterning at least one of the first active region or the second active region to define a functional component of the semiconductor device; and
forming electrical contacts connected to the functional component, thereby producing the semiconductor device.",ai_generated
US-7740039-B2,Cord cutting mechanism and method for a tire cord applicator head,"A cord cutting mechanism for a tire cord applicator head, comprising:
a cutting element configured to sever a tire cord;
an actuator operatively coupled to the cutting element for moving the cutting element along a cutting path;
a support structure configured to mount the cutting element and the actuator to the tire cord applicator head;
a cord support surface positioned to receive the tire cord and cooperate with the cutting element to facilitate severing of the tire cord; and
a control unit configured to selectively actuate the actuator to effect severing of the tire cord.",ai_generated
US-8353798-B2,Gear transmission,"A gear transmission, comprising:
a plurality of gears;
at least one input shaft, wherein the at least one input shaft is mechanically coupled to at least one of the plurality of gears to transfer rotational power thereto;
at least one output shaft, wherein the at least one output shaft is mechanically coupled to at least one of the plurality of gears to receive rotational power therefrom; and
wherein the plurality of gears are mechanically engaged with one another to transmit rotational power from the at least one input shaft to the at least one output shaft.",ai_generated
US-7749852-B2,Methods of forming metal-insulator-metal (MIM) capacitors with passivation layers on dielectric layers,"A method of forming a metal-insulator-metal (MIM) capacitor, the method comprising:
providing a substrate;
forming a first metal layer on the substrate, the first metal layer comprising a bottom electrode of the MIM capacitor;
depositing an insulator dielectric layer on the first metal layer;
forming a second metal layer on the insulator dielectric layer, the second metal layer comprising a top electrode of the MIM capacitor;
depositing an overlying dielectric layer over the second metal layer and exposed portions of the insulator dielectric layer;
forming a passivation layer on the overlying dielectric layer.",ai_generated
US-7916707-B2,Identity-based wireless device configuration,"A method for configuring a wireless device, comprising:
obtaining an identity associated with the wireless device;
determining a set of configuration parameters for the wireless device based on the obtained identity; and
transmitting the determined set of configuration parameters to the wireless device over a wireless communication network.",ai_generated
US-6351593-B1,Hermetically sealed connectors and feed-throughs for fiber optic cables and method for effecting hermetic seals for such cables,"A hermetically sealed apparatus for a fiber optic cable, the apparatus comprising: a housing defining an internal passage and having at least one opening for receiving an optical fiber; an optical fiber extending through the at least one opening into the internal passage, wherein a section of the optical fiber within the at least one opening is a bare optical fiber section; and a hermetic sealing material disposed within the at least one opening, the hermetic sealing material forming a gas-tight bond between an outer surface of the bare optical fiber section and an inner surface of the at least one opening of the housing, thereby establishing a hermetic seal for the optical fiber with respect to the housing.",ai_generated
US-7548226-B2,Liquid crystal display,"A liquid crystal display comprising:
a first substrate;
a second substrate positioned opposite the first substrate;
a liquid crystal layer disposed between the first substrate and the second substrate;
a first electrode disposed on an inner surface of the first substrate;
a second electrode disposed on an inner surface of the second substrate;
the first electrode and the second electrode configured to generate an electric field across the liquid crystal layer to selectively modulate light passing through or reflected by the liquid crystal layer;
a first polarizer positioned on an outer surface of the first substrate;
a second polarizer positioned on an outer surface of the second substrate;
a first alignment layer disposed between the first substrate and the liquid crystal layer, the first alignment layer configured to align liquid crystal molecules within the liquid crystal layer; and
a second alignment layer disposed between the second substrate and the liquid crystal layer, the second alignment layer configured to align liquid crystal molecules within the liquid crystal layer;
wherein the selective modulation of light forms a display image.",ai_generated
US-8809156-B1,Method for implementing deep trench enabled high current capable bipolar transistor for current switching and output driver applications,"A method for fabricating a high current capable bipolar transistor comprising:
providing a semiconductor substrate having a buried collector layer;
forming an epitaxial layer over the buried collector layer;
etching at least one deep trench through the epitaxial layer to the buried collector layer, wherein the deep trench defines a deep collector region within the epitaxial layer and provides a low-resistance current path to the buried collector layer;
forming a base region within the epitaxial layer, laterally adjacent to the deep collector region defined by the deep trench;
forming an emitter region within the base region;
and forming electrical contacts to the emitter region, the base region, and the deep collector region.",ai_generated
US-6454364-B1,Braking force control apparatus and method of motor vehicle,"An apparatus for controlling braking force of a motor vehicle, comprising:
a brake pedal sensor configured to generate a brake demand signal based on an input from a driver;
a plurality of wheel speed sensors configured to generate wheel speed signals corresponding to rotational speeds of individual wheels of the motor vehicle;
a brake actuator system configured to apply a braking force to at least one wheel of the motor vehicle; and
a controller operably coupled to the brake pedal sensor, the plurality of wheel speed sensors, and the brake actuator system, the controller configured to receive the brake demand signal from the brake pedal sensor and the wheel speed signals from the plurality of wheel speed sensors, to determine a target braking force based at least in part on the brake demand signal, to calculate an actual braking force applied to the at least one wheel based at least in part on the wheel speed signals, to compare the target braking force with the actual braking force, and to generate a control signal for the brake actuator system to adjust the braking force applied to the at least one wheel based on the comparison, thereby controlling the braking force of the motor vehicle.",ai_generated
US-7982599-B2,System for dynamically pushing information to a user utilizing global positioning system,"A system for dynamically pushing information to a user, comprising:
a user device configured to receive and display information;
a global positioning system (GPS) receiver integrated with the user device, configured to generate real-time geographical location data corresponding to the user device;
a remote server configured to store a plurality of information items;
a communication network configured to facilitate data transfer between the user device and the remote server;
wherein the remote server is further configured to receive the real-time geographical location data from the user device;
wherein the remote server is further configured to dynamically select at least one information item from the plurality of information items based on the received real-time geographical location data; and
wherein the remote server is further configured to transmit the selected at least one information item to the user device via the communication network without an explicit request for the selected information item from the user device.",ai_generated
US-8695266-B2,Reference beam generating apparatus,"A reference beam generating apparatus comprising:
a light source configured to emit an initial light beam;
an optical conditioning element optically coupled to the light source, the optical conditioning element configured to condition the initial light beam into a conditioned light beam; and
a beam splitting element optically coupled to the optical conditioning element, the beam splitting element configured to divide the conditioned light beam into at least a reference beam and a further light beam.",ai_generated
US-8513194-B2,Compositions comprising semaphorins for the treatment of angiogenesis related diseases and methods of selection thereof,"1. A pharmaceutical composition comprising one or more semaphorins and a pharmaceutically acceptable carrier, for use in treating an angiogenesis-related disease.",ai_generated
US-9488120-B2,Apparatus and method for in situ fuel injector calibration in an internal combustion engine,"An apparatus for in situ fuel injector calibration in an internal combustion engine, comprising:
an internal combustion engine;
at least one fuel injector configured to inject fuel into said internal combustion engine;
a plurality of sensors configured to generate sensor signals indicative of engine operating parameters during operation of said internal combustion engine; and
an engine control unit (ECU) communicatively coupled to said at least one fuel injector and said plurality of sensors, said ECU comprising processing circuitry configured to:
receive said sensor signals;
determine, based on said received sensor signals, at least one actual fuel delivery characteristic of said at least one fuel injector during engine operation;
calculate at least one calibration parameter for said at least one fuel injector based on said at least one determined actual fuel delivery characteristic and a desired fuel delivery characteristic; and
adjust a control signal provided to said at least one fuel injector based on said at least one calculated calibration parameter to modify fuel delivery from said at least one fuel injector during subsequent engine operation.",ai_generated
US-9354179-B2,Optical detection system for liquid samples,"An optical detection system for liquid samples, comprising:
a light source configured to generate light;
a sample holder adapted to contain a liquid sample, the sample holder positioned such that the generated light interacts with the liquid sample;
a detector configured to receive light that has interacted with the liquid sample; and
a processing unit coupled to the detector, the processing unit configured to analyze a signal from the detector to determine at least one characteristic of the liquid sample.",ai_generated
US-8204655-B2,Construction machine,"A construction machine, comprising:
a frame;
a propulsion system coupled to the frame, configured to move the construction machine across a surface;
a power source coupled to the frame, configured to provide operational energy;
a working implement coupled to the frame, configured to perform a construction task;
an actuation system coupled to the working implement, configured to manipulate the working implement; and
a control system configured to direct operation of the propulsion system and the actuation system.",ai_generated
US-6250905-B1,Closing unit for injection moulding machine,"1. A closing unit for an injection moulding machine, said closing unit comprising:
   a fixed platen configured to receive a first mould half;
   a movable platen configured to receive a second mould half;
   at least two tie bars connecting the fixed platen and the movable platen, said tie bars guiding movement of the movable platen;
   and a clamping mechanism mechanically coupled to at least one of the fixed platen and the movable platen, said clamping mechanism being configured to move the movable platen between an open position and a closed position and to apply a clamping force to the first and second mould halves when in the closed position.",ai_generated
US-8331605-B2,Voice coil and loudspeaker using the same,"A loudspeaker comprising:
a frame;
a magnet assembly coupled to the frame, the magnet assembly defining an annular magnetic gap;
a diaphragm having a central portion and an outer perimeter;
a suspension system coupled between the outer perimeter of the diaphragm and the frame; and
a voice coil assembly coupled to the central portion of the diaphragm, the voice coil assembly comprising a coil former and an electrically conductive winding wound around the coil former, wherein the voice coil assembly is disposed within the annular magnetic gap.",ai_generated
US-7720893-B2,Methods and apparatus for providing map locations in user applications using URL strings,"A method for providing map locations in a user application, the method comprising:
receiving, by a computing device executing the user application, a Uniform Resource Locator (URL) string;
determining, by the computing device, geographic map location data associated with the received URL string;
generating, by the computing device, a map view based on the determined geographic map location data, for display within the user application;
and displaying, by the computing device, the generated map view within a graphical user interface of the user application, wherein the displayed map view depicts the geographic map location.",ai_generated
US-9263362-B2,Method of forming a ring-shaped metal structure,"A method of forming a ring-shaped metal structure, the method comprising:
providing a metallic workpiece;
defining a central opening within the metallic workpiece; and
defining an outer circumference of the metallic workpiece, wherein the central opening and the outer circumference cooperatively delineate an annular region forming the ring-shaped metal structure.",ai_generated
US-7279018-B2,Fuel composition for a diesel engine,"A fuel composition for a diesel engine, comprising:
a base diesel fuel;
a cetane improver present in an amount effective to increase the cetane number of the base diesel fuel;
a cold flow improver present in an amount effective to improve the low-temperature operability of the base diesel fuel; and
a detergent additive present in an amount effective to reduce or prevent deposit formation in the diesel engine.",ai_generated
US-7701523-B2,Electro-optical device,"An electro-optical device comprising:
an electrical interface configured to transmit or receive an electrical signal;
an optical interface configured to transmit or receive an optical signal;
an electro-optical conversion element coupled between the electrical interface and the optical interface, wherein the electro-optical conversion element is configured to convert the electrical signal into the optical signal, or convert the optical signal into the electrical signal, or modulate the optical signal based on the electrical signal;
a power supply electrically coupled to the electro-optical conversion element; and
an enclosure housing the electrical interface, the optical interface, and the electro-optical conversion element.",ai_generated
US-6455267-B1,Methods and kits useful for determining the status of and detecting pancreatic B-cell associated autoimmune diseases,"1. A method for determining the status of and detecting a pancreatic B-cell associated autoimmune disease in a subject, comprising:
    obtaining a biological sample from the subject;
    detecting in the biological sample the presence or level of at least one biomarker indicative of pancreatic B-cell autoimmunity;
    comparing the detected presence or level of the at least one biomarker to a predetermined reference value; and
    determining, based on the comparison, the status of a pancreatic B-cell associated autoimmune disease in the subject.",ai_generated
US-6306703-B1,Memory array having a digit line buried in an isolation region and method for forming same,"A memory array, comprising:
    a semiconductor substrate;
    a plurality of memory cells formed over the semiconductor substrate;
    an isolation region formed within the semiconductor substrate; and
    a digit line electrically coupled to at least one of the plurality of memory cells, wherein the digit line is buried within the isolation region;",ai_generated
US-8522625-B2,Flow measuring apparatus including a deflectable membrane applied to a constriction,"A flow measuring apparatus, comprising:
a conduit defining a fluid flow path;
a constriction element disposed within the fluid flow path, said constriction element defining a narrowed cross-sectional area through which fluid flows;
a deflectable membrane operatively coupled to the constriction element such that the deflectable membrane is exposed to a pressure differential generated across the constriction element by fluid flow;
and a sensing element configured to detect deflection of the deflectable membrane and to generate a signal indicative of a flow rate through the fluid flow path based on the detected deflection.",ai_generated
US-8580234-B2,Method for removing solid product formed on surfaces of teeth,"A method for removing solid product formed on surfaces of teeth, comprising:
    contacting said solid product formed on the surfaces of teeth with a removal element; and
    effecting separation of said solid product from the surfaces of teeth.",ai_generated
US-8820811-B1,Standard interface rack,"A standard interface rack, comprising:
a frame structure defining a plurality of standardized mounting bays;
a power distribution system integrated within the frame structure, the power distribution system including a plurality of standardized power connectors disposed within each of the plurality of standardized mounting bays, wherein the standardized power connectors are configured to deliver electrical power to electronic modules insertable into the mounting bays;
a data communication system integrated within the frame structure, the data communication system including a plurality of standardized data connectors disposed within each of the plurality of standardized mounting bays, wherein the standardized data connectors are configured to enable data communication between electronic modules insertable into the mounting bays and with external systems; and
wherein each of the plurality of standardized mounting bays is configured to mechanically and electrically receive distinct electronic modules conforming to a predefined interoperability standard, thereby facilitating interchangeability and interoperability among the distinct electronic modules.",ai_generated
US-6837693-B2,Fluid-pumping system employing piston-driven pump and employing at least one pulsation dampener,"A fluid-pumping system, comprising:
a piston-driven pump having an inlet configured to receive fluid and an outlet configured to expel said fluid; and
at least one pulsation dampener fluidly coupled to said outlet of the piston-driven pump, said pulsation dampener configured to reduce pressure pulsations in the fluid expelled from said piston-driven pump;
whereby the system provides fluid flow with reduced pressure pulsations.",ai_generated
US-8224765-B2,Method for computing the relative likelihood of failures,"A method for computing the relative likelihood of failures, the method comprising:
identifying a plurality of potential failure events associated with a system or process;
obtaining data indicative of failure conditions or characteristics for each of the plurality of potential failure events;
computing, for each identified potential failure event, an individual likelihood score based on the obtained data;
comparing the individual likelihood scores of the plurality of potential failure events to determine a relative likelihood for each identified potential failure event; and
generating an output indicative of the determined relative likelihoods.",ai_generated
US-8062638-B1,Prevention and treatment of diseases associated with blood coagulation,"1. A method for preventing or treating a disease associated with blood coagulation in a subject in need thereof, comprising administering to said subject a therapeutically or prophylactically effective amount of an active agent, wherein said active agent modulates blood coagulation; and wherein said active agent is formulated in a pharmaceutically acceptable carrier.",ai_generated
US-7651717-B2,Beverage,"A beverage, comprising:
a potable liquid base; and
at least one edible agent configured to impart taste or aroma to the potable liquid base.",ai_generated
US-9318006-B2,Systems and methods for haptic confirmation of commands,"1. A system for haptic confirmation of commands, the system comprising:
    an input interface configured to receive a user command;
    a processor communicatively coupled to the input interface, the processor configured to:
        process the received user command; and
        determine a haptic feedback profile associated with the user command;
    a haptic feedback generator communicatively coupled to the processor, the haptic feedback generator configured to generate a haptic sensation according to the determined haptic feedback profile;
    wherein the generated haptic sensation provides a haptic confirmation of the user command to the user.",ai_generated
US-6200983-B1,Dosage forms containing apomorphine for ameliorating male erectile dysfunction,A dosage form comprising a therapeutically effective amount of apomorphine or a pharmaceutically acceptable salt thereof; and one or more pharmaceutically acceptable excipients; for ameliorating male erectile dysfunction.,ai_generated
US-9486261-B2,Nail-plate combination,"1. A nail-plate combination comprising: a nail comprising a shank, a pointed tip at a distal end of said shank, and a head at a proximal end of said shank; and a plate comprising a planar body and at least one aperture formed therein, said plate being positioned at said proximal end of said shank such that a portion of said shank extends through said aperture and said plate is retained by said head of said nail against movement along said shank.",ai_generated
US-7898030-B2,High-voltage NMOS-transistor and associated production method,"A high-voltage NMOS transistor, comprising:
a semiconductor substrate of a first conductivity type;
a gate electrode disposed over the semiconductor substrate;
a gate dielectric layer positioned between the gate electrode and the semiconductor substrate, the gate dielectric layer having a thickness configured to withstand breakdown voltages greater than a predetermined low-voltage threshold;
a source region of a second conductivity type formed in the semiconductor substrate, laterally adjacent to a first side of the gate electrode;
a drain region of the second conductivity type formed in the semiconductor substrate, laterally separated from a second side of the gate electrode; and
an extended drain drift region of the second conductivity type, more lightly doped than the drain region, disposed in the semiconductor substrate between a channel region beneath the gate electrode and the drain region, said extended drain drift region configured to sustain high drain-to-source voltages.",ai_generated
US-9552981-B2,Method and apparatus for forming metal oxide film,"A method for forming a metal oxide film, comprising:
  providing a substrate within a reaction chamber;
  introducing a metal-containing precursor into the reaction chamber;
  introducing an oxygen-containing precursor into the reaction chamber;
  maintaining the substrate at a temperature suitable for forming the metal oxide film; and
  reacting the metal-containing precursor and the oxygen-containing precursor on a surface of the substrate to form the metal oxide film.",ai_generated
US-8036397-B2,Method for estimating the position of a sound source for online calibration of auditory cue to location transformations,"A method for estimating the position of a sound source for online calibration of auditory cue to location transformations, the method comprising:
receiving a plurality of sound signals generated by a sound source, wherein each sound signal of the plurality is received by a respective sensor at a different location;
extracting at least one auditory cue from the received sound signals, the at least one auditory cue representative of a spatial characteristic of the sound source;
estimating an initial position of the sound source based on the at least one auditory cue and a current set of auditory cue to location transformations;
determining a difference between the estimated initial position and a reference position of the sound source, wherein the reference position is independently determined or known; and
updating the current set of auditory cue to location transformations based on the determined difference, thereby performing online calibration of the auditory cue to location transformations.",ai_generated
US-7114155-B2,Programmable controller,"A programmable controller, comprising:
a processor configured to execute program instructions and process data;
a memory coupled to the processor, the memory storing the program instructions and data;
an input interface coupled to the processor, the input interface configured to receive input signals from one or more external devices;
an output interface coupled to the processor, the output interface configured to generate output control signals for one or more external devices; and
wherein the processor is configured to execute the stored program instructions based on the received input signals and the stored data to generate the output control signals for controlling an operation of the one or more external devices.",ai_generated
US-6958960-B2,Information reproducing method and apparatus,"An information reproducing method, comprising:
receiving a data stream comprising encoded information;
analyzing the received data stream to identify at least one encoding characteristic of the encoded information;
selecting a decoding scheme from a plurality of available decoding schemes based on the identified encoding characteristic;
processing the encoded information using the selected decoding scheme to generate decoded information; and
outputting the decoded information in a perceptible form.",ai_generated
US-9870165-B2,Back-up and restoration of data between volatile and flash memory,"A computing system comprising:
a volatile memory configured to store active data;
a non-volatile flash memory configured to store persistent data;
a control unit communicatively coupled to the volatile memory and the non-volatile flash memory;
wherein the control unit is configured to:
detect a trigger event indicating an impending change in power state or an operating condition affecting data retention in the volatile memory;
in response to detecting the trigger event, initiate a back-up operation to automatically transfer the active data from the volatile memory to the non-volatile flash memory for persistent storage;
subsequently detect a recovery event indicating a return to an operational state; and
in response to detecting the recovery event, initiate a restoration operation to automatically transfer the persistent data from the non-volatile flash memory to the volatile memory;
thereby enabling seamless preservation and retrieval of the active data across the power state change or operating condition.",ai_generated
US-9126351-B2,Slab production and processing,"A method for producing and processing a material slab, comprising the steps of:
forming a raw material into an elongated slab;
continuously conveying the elongated slab from a forming station to a processing station;
performing at least one processing operation on the elongated slab at the processing station, wherein the at least one processing operation is selected from the group consisting of cutting, shaping, and surface treating the elongated slab; and
collecting discrete slab portions after said performing at least one processing operation;",ai_generated
US-9627719-B2,Charging method of battery and battery charging system,"A method of charging a battery, the method comprising:
supplying a charging current or voltage to the battery;
monitoring at least one operating parameter of the battery, wherein the at least one operating parameter includes at least one of battery voltage, battery current, battery temperature, or battery state of charge;
dynamically adjusting at least one charging parameter of the supplied charging current or voltage based on the monitored operating parameter;
wherein the dynamic adjustment is performed to optimize at least one of charging speed, battery lifespan, or safety of the battery.",ai_generated
US-8183063-B2,Organic light emitting device and method of fabricating the same,"1. An organic light emitting device, comprising:
   a substrate;
   an anode disposed over the substrate;
   a cathode disposed over the anode; and
   an organic layer stack disposed between the anode and the cathode, the organic layer stack comprising at least one hole transport layer, an organic light emitting layer, and at least one electron transport layer;
   wherein the organic light emitting device is configured to emit light upon application of an electrical current between the anode and the cathode.",ai_generated
US-6338985-B1,Making chip size semiconductor packages,"1. A method for making chip size semiconductor packages, the method comprising:
    providing a plurality of semiconductor dice;
    providing a substrate panel comprising a plurality of package sites;
    attaching each of the plurality of semiconductor dice to a respective one of the plurality of package sites on the substrate panel in a flip-chip configuration;
    dispensing an underfill material between each of the plurality of semiconductor dice and the substrate panel;
    curing the underfill material;
    forming an encapsulant over the plurality of semiconductor dice and portions of the substrate panel, wherein the encapsulant is molded such that it extends minimally beyond lateral edges of the respective semiconductor dice;
    forming a plurality of external electrical contacts on a bottom surface of the substrate panel, each plurality of external electrical contacts being electrically coupled to a respective one of the plurality of semiconductor dice, and each plurality of external electrical contacts being configured to be substantially co-extensive with a footprint of the respective one of the plurality of semiconductor dice; and
    singulating the substrate panel into a plurality of individual chip size semiconductor packages.",ai_generated
US-8786830-B2,Immersion lithographic apparatus including a pressure sensor to measure pressure of the immersion liquid and a device manufacturing method,"An immersion lithographic apparatus, comprising:
a projection system configured to project a patterned beam of radiation onto a substrate;
a substrate stage configured to hold the substrate;
an immersion liquid supply system configured to supply an immersion liquid into a space between the projection system and the substrate;
and a pressure sensor configured to measure pressure of the immersion liquid in the space between the projection system and the substrate.",ai_generated
US-8638171-B2,Radiofrequency amplifier,"A radiofrequency amplifier, comprising:
a radiofrequency input port configured to receive an input radiofrequency signal;
a radiofrequency output port configured to provide an amplified radiofrequency output signal;
an active amplifying component electrically coupled between the radiofrequency input port and the radiofrequency output port, the active amplifying component configured to amplify the input radiofrequency signal;
a biasing circuit configured to provide operating power to the active amplifying component;
an input impedance matching network coupled between the radiofrequency input port and an input of the active amplifying component, the input impedance matching network configured to match an impedance of the radiofrequency input port to an input impedance of the active amplifying component; and
an output impedance matching network coupled between an output of the active amplifying component and the radiofrequency output port, the output impedance matching network configured to match an output impedance of the active amplifying component to an impedance of the radiofrequency output port.",ai_generated
US-9728256-B2,Methods and apparatuses having a voltage generator with an adjustable voltage drop for representing a voltage drop of a memory cell and/or a current mirror circuit and replica circuit,"An apparatus, comprising:
a voltage generator;
the voltage generator configured to provide an adjustable voltage drop;
the adjustable voltage drop representing a voltage drop of at least one of a memory cell, a current mirror circuit, and a replica circuit.",ai_generated
US-6581384-B1,Cooling and heating apparatus and process utilizing waste heat and method of control,"1. An apparatus for providing cooling and heating utilizing waste heat, comprising:
    a waste heat source;
    a thermal energy extraction unit configured to transfer thermal energy from said waste heat source to a working fluid;
    a cooling subsystem operatively coupled to said thermal energy extraction unit and configured to provide a cooling effect;
    a heating subsystem operatively coupled to said thermal energy extraction unit and configured to provide a heating effect; and
    a control system configured to regulate the operation of said thermal energy extraction unit, said cooling subsystem, and said heating subsystem to selectively provide said cooling effect, said heating effect, or both, based on sensed operational parameters and a predetermined demand.",ai_generated
US-7482207-B2,Electronic devices,"An electronic device comprising:
a processing unit configured to execute instructions;
a memory unit coupled to the processing unit and configured to store instructions and data;
a plurality of sensors configured to detect environmental conditions and/or user interaction associated with the electronic device;
a power management unit coupled to the processing unit and configured to control power delivery to various components of the electronic device;
wherein the processing unit is further configured to:
acquire historical usage data associated with the electronic device and sensor data from the plurality of sensors;
analyze the acquired historical usage data and sensor data to generate a prediction regarding future usage patterns or power demands of the electronic device;
generate a power management command based on the prediction; and
transmit the power management command to the power management unit, wherein the power management unit is further configured to adjust at least one operational parameter of the electronic device in response to the received power management command to optimize power consumption.",ai_generated
US-6492614-B2,System and process for magnetic fixturing of optical components on bench for solder attach,"A system for magnetic fixturing of optical components on a bench for solder attach, the system comprising:
a bench platform;
a reconfigurable optical component fixture positionable on the bench platform;
at least one magnetic element integrated within or coupled to the reconfigurable optical component fixture; and
at least one optical component comprising a magnetically responsive feature configured to engage with the at least one magnetic element;
wherein the at least one magnetic element is configured to securely hold the at least one optical component in a predetermined orientation and position relative to the bench platform for a solder attachment process; and
further wherein the reconfigurable optical component fixture is configured to provide unimpeded access to a solderable interface of the at least one optical component during the solder attachment process.",ai_generated
US-7531401-B2,Method for improved fabrication of a semiconductor using a stress proximity technique process,"A method for improved fabrication of a semiconductor device, the method comprising:
providing a semiconductor substrate having a region designated for device formation;
forming at least one stress-inducing structure in proximity to the region of the semiconductor substrate;
generating a localized stress field within the region of the semiconductor substrate via the at least one stress-inducing structure; and
modifying at least one material property, electrical property, or structural characteristic of the semiconductor substrate within said region by said localized stress field to enhance device performance or reliability.",ai_generated
